SubmissionDate,meta-instanceID,Noise-audio,Noise-Noise_Measurement,Noise-Noise_Source,lat,lng,Noise-Location-Altitude,Noise-Location-Accuracy,Noise-Image,Noise-Comment,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status
2021-04-03T07:19:13.980Z,uuid:570cc57e-f46d-4fa6-877b-b246f041f9a7,1617189169690.wav,47,Crowd-Noise,0.3328361,32.5688315,1237.39212448761,4.416,,,uuid:570cc57e-f46d-4fa6-877b-b246f041f9a7,18,ltnabukeera,1,1,
2021-04-03T07:19:11.184Z,uuid:deb1cc4a-d5fe-4ae1-b848-5ee33396b308,1617189029376.wav,60,Crowd-Noise,0.3328606,32.5677511,1232.82164105502,4.735,,,uuid:deb1cc4a-d5fe-4ae1-b848-5ee33396b308,18,ltnabukeera,1,1,
2021-04-03T07:19:08.104Z,uuid:130fc0c2-cd8e-4f65-b4cc-c1a50f18512f,1617188970714.wav,54,Crowd-Noise,0.3328101,32.5675957,1237.26750988171,4.38,,,uuid:130fc0c2-cd8e-4f65-b4cc-c1a50f18512f,18,ltnabukeera,1,1,
2021-03-31T11:11:17.335Z,uuid:d55fc037-6e95-4bb9-a25f-4a53b4a532dd,1617184117793.wav,51,Other,0.3330031,32.568196,1232.63381907349,4.86,,,uuid:d55fc037-6e95-4bb9-a25f-4a53b4a532dd,18,ltnabukeera,1,1,
2021-03-31T07:08:02.677Z,uuid:2f8321a0-05e5-424a-8747-4c8ce8d0eccb,1617174209015.wav,58,Schools,0.3319845,32.5703994,1190.02515912178,4.7,,,uuid:2f8321a0-05e5-424a-8747-4c8ce8d0eccb,18,ltnabukeera,1,1,
2021-03-31T06:54:04.029Z,uuid:2bb826ff-a06a-45d0-a468-5b15eb621d5f,1617173547716.wav,73,Motor-vehicle-horn,0.3296555,32.5730438,1188.09615433437,4.36,,,uuid:2bb826ff-a06a-45d0-a468-5b15eb621d5f,18,ltnabukeera,1,1,
2021-03-31T06:52:20.438Z,uuid:efd7a58f-19a7-49a3-abe7-d9f244192818,1617173446093.wav,74,Bodaboda-Motorcycle,0.3321059,32.5757276,1184.25142335016,4.5,,,uuid:efd7a58f-19a7-49a3-abe7-d9f244192818,18,ltnabukeera,1,1,
2021-03-31T06:41:47.837Z,uuid:52657a8c-041c-41f1-b93e-73e9a5cb461d,1617172813023.wav,76,Bodaboda-Motorcycle,0.3502421,32.5794285,1179.26897271118,4.6,1617172862737.jpg,,uuid:52657a8c-041c-41f1-b93e-73e9a5cb461d,18,ltnabukeera,2,2,
2021-03-28T14:06:48.136Z,uuid:c87b56bb-498b-49f4-8c13-2f72c6c04b5f,1616940204503.wav,55,Other,0.36248,32.5764483,1186.66822902556,4,,,uuid:c87b56bb-498b-49f4-8c13-2f72c6c04b5f,18,ltnabukeera,1,1,
2021-03-28T14:06:17.991Z,uuid:0321ee6a-96d8-4550-886c-8e250e69e3ea,1616931226228.wav,76,Motor-vehicle-horn,0.3191641,32.6228953,1155.51648750727,4.64,,,uuid:0321ee6a-96d8-4550-886c-8e250e69e3ea,18,ltnabukeera,1,1,
2021-03-28T14:05:55.037Z,uuid:0c844e00-72da-45ea-b8c3-233d56917d6a,1616930837191.wav,67,Community-radio,0.3173913,32.5941548,1167.87550264136,4.975,,,uuid:0c844e00-72da-45ea-b8c3-233d56917d6a,18,ltnabukeera,1,1,
2021-03-28T14:05:40.178Z,uuid:5a09593d-2527-433a-923c-e7e8fac1b614,1616930687198.wav,74,car-OR-truck,0.3141609,32.5895495,1236.47519649656,4.94,,,uuid:5a09593d-2527-433a-923c-e7e8fac1b614,18,ltnabukeera,1,1,
2021-03-28T14:05:33.560Z,uuid:2f0fe011-6942-42f4-8a06-c802fa79a063,1616930492908.wav,69,Motor-vehicle-horn,0.3122864,32.5848684,1238.36154056566,5,,,uuid:2f0fe011-6942-42f4-8a06-c802fa79a063,18,ltnabukeera,1,1,
2021-03-28T14:05:26.276Z,uuid:bfdd7fbc-9c53-47b2-a482-7df404d425ba,1616930409428.wav,71,Motor-vehicle-horn,0.3124202,32.584893,1236.69128495769,4.666,,,uuid:bfdd7fbc-9c53-47b2-a482-7df404d425ba,18,ltnabukeera,1,1,
2021-03-28T14:05:20.344Z,uuid:c8475769-c2e4-44bb-9cd3-d0b2dbde86ae,1616922476712.wav,73,Religious-venue,0.3138668,32.5847635,1267.50703266851,4.92,,,uuid:c8475769-c2e4-44bb-9cd3-d0b2dbde86ae,18,ltnabukeera,1,1,
2021-03-28T14:05:11.288Z,uuid:706f828b-2daa-4223-9923-50a977bc9012,1616922070842.wav,74,Bodaboda-Motorcycle,0.3204036,32.5862992,1197.21980662936,4.82,,,uuid:706f828b-2daa-4223-9923-50a977bc9012,18,ltnabukeera,1,1,
2021-03-28T14:05:01.819Z,uuid:a9e45168-2b40-44cf-af13-5eb0214c29c8,1616921327147.wav,74,Religious-venue,0.3636433,32.5738609,0,1399.999,,,uuid:a9e45168-2b40-44cf-af13-5eb0214c29c8,18,ltnabukeera,1,1,
2021-03-28T08:49:38.007Z,uuid:16e3775f-f728-4cb6-971e-bfadf6f7efba,1616921245924.wav,69,Religious-venue,0.3646308,32.5752746,0,1600,,,uuid:16e3775f-f728-4cb6-971e-bfadf6f7efba,18,ltnabukeera,1,1,
2021-03-28T08:47:55.423Z,uuid:c2a9406a-c1ef-4cef-94a0-56dd0c4f04b6,1616921157736.wav,52,Religious-venue,0.3648691,32.5777486,0,1399.999,,,uuid:c2a9406a-c1ef-4cef-94a0-56dd0c4f04b6,18,ltnabukeera,1,1,
2021-03-28T06:43:58.837Z,uuid:38826bf9-b55a-426b-847a-be9858958198,1616913686576.wav,76,Mobile-music,0.3618907,32.5773952,0,1600,,,uuid:38826bf9-b55a-426b-847a-be9858958198,18,ltnabukeera,1,1,
2021-03-28T06:39:31.622Z,uuid:c9a2b22d-1f44-494f-8bb1-1cece50fd0ca,1616913445584.wav,68,Mobile-music,,,,,,,uuid:c9a2b22d-1f44-494f-8bb1-1cece50fd0ca,18,ltnabukeera,1,1,
2021-03-28T06:38:47.313Z,uuid:f342d2e0-d8ac-4628-b603-ea70fa6dd7db,1616913397283.wav,55,Hawker-Vendor,,,,,,,uuid:f342d2e0-d8ac-4628-b603-ea70fa6dd7db,18,ltnabukeera,1,1,
2021-03-27T19:21:45.976Z,uuid:8124180b-4460-41ab-a14f-29d7cfd769c1,1616872870228.wav,,Night-Club,0.3713496,32.6245235,1186.59159489864,14.75,,,uuid:8124180b-4460-41ab-a14f-29d7cfd769c1,21,lsanyu,1,1,
2021-03-27T19:20:35.759Z,uuid:74e3293c-52de-4958-bf00-e511411236f5,1616872815288.wav,,Night-Club,0.3714557,32.6241914,1186.8047725073,26.18,,,uuid:74e3293c-52de-4958-bf00-e511411236f5,21,lsanyu,1,1,
2021-03-27T19:19:37.540Z,uuid:c83f6618-9f2d-464a-a0c6-9a44416b74ef,1616872741587.wav,,Night-Club,0.3714898,32.6242871,1186.7526031305,33.658,,,uuid:c83f6618-9f2d-464a-a0c6-9a44416b74ef,21,lsanyu,1,1,
2021-03-26T11:39:02.356Z,uuid:c065183d-22cc-49b3-b544-2f6a5d181b8e,1616758525689.wav,59,Crowd-Noise,,,,,,,uuid:c065183d-22cc-49b3-b544-2f6a5d181b8e,18,ltnabukeera,1,1,
2021-03-26T11:39:00.919Z,uuid:7e957068-a150-4912-8d3c-8ef9e81d23e5,1616757969190.wav,57,Crowd-Noise,,,,,,,uuid:7e957068-a150-4912-8d3c-8ef9e81d23e5,18,ltnabukeera,1,1,
2021-03-26T11:38:59.786Z,uuid:788842e8-4b74-4fb3-86d4-d997959188d5,1616757847698.wav,52,Crowd-Noise Schools,,,,,,,uuid:788842e8-4b74-4fb3-86d4-d997959188d5,18,ltnabukeera,1,1,
2021-03-26T11:38:57.706Z,uuid:f7d77d25-4bdb-41e1-9ff4-6be49351a3a9,1616738791803.wav,61,Crowd-Noise,,,,,,,uuid:f7d77d25-4bdb-41e1-9ff4-6be49351a3a9,18,ltnabukeera,1,1,
2021-03-26T11:38:56.148Z,uuid:0bf50c3e-a467-40c1-8ab2-581bb129c8f2,1616738111199.wav,73,Other Schools,,,,,,,uuid:0bf50c3e-a467-40c1-8ab2-581bb129c8f2,18,ltnabukeera,1,1,
2021-03-26T11:38:54.222Z,uuid:7c3a370f-33d1-4e7d-b37c-1ab2918eb58f,1616737998062.wav,73,car-OR-truck Bodaboda-Motorcycle Motor-vehicle-horn Other,,,,,,,uuid:7c3a370f-33d1-4e7d-b37c-1ab2918eb58f,18,ltnabukeera,1,1,
2021-03-26T11:38:52.897Z,uuid:15137628-c2e3-4a48-b705-4d76dd671b8d,1616737657470.wav,73,car-OR-truck Motor-vehicle-horn Bodaboda-Motorcycle,,,,,1616737706532.jpg,,uuid:15137628-c2e3-4a48-b705-4d76dd671b8d,18,ltnabukeera,2,2,
2021-03-26T11:38:49.249Z,uuid:f9453e3c-7f63-4a90-9b83-30081f1853d3,1616737557699.wav,73,Bodaboda-Motorcycle Motor-vehicle-horn car-OR-truck,,,,,,,uuid:f9453e3c-7f63-4a90-9b83-30081f1853d3,18,ltnabukeera,1,1,
2021-03-26T11:38:46.320Z,uuid:5381c76f-9d3d-40ea-a8a0-0934272d492e,1616737190769.wav,59,Hawker-Vendor,,,,,,,uuid:5381c76f-9d3d-40ea-a8a0-0934272d492e,18,ltnabukeera,1,1,
2021-03-26T05:39:37.972Z,uuid:f849b307-0e9f-4c3d-956c-569ee695b403,1616727953522.wav,30,Religious-venue,,,,,,,uuid:f849b307-0e9f-4c3d-956c-569ee695b403,18,ltnabukeera,1,1,
2021-03-25T11:47:26.804Z,uuid:002e56c7-de4c-471a-ae32-807783cd95bd,1616672765517.wav,62,Crowd-Noise,,,,,,,uuid:002e56c7-de4c-471a-ae32-807783cd95bd,18,ltnabukeera,1,1,
2021-03-25T11:34:44.050Z,uuid:2803b3bf-b013-48da-930c-7156b0843bb0,1616671934300.wav,58,Crowd-Noise,0.3327166,32.5675086,1231.16655278483,32.727,1616671965695.jpg,,uuid:2803b3bf-b013-48da-930c-7156b0843bb0,18,ltnabukeera,2,2,
2021-03-25T05:20:19.739Z,uuid:acf2ae84-5f40-4a6d-95d1-5ef2e83c4039,1616649561794.wav,60,Crowd-Noise,,,,,,,uuid:acf2ae84-5f40-4a6d-95d1-5ef2e83c4039,18,ltnabukeera,1,1,
2021-03-25T05:14:16.568Z,uuid:a2a4e4dc-2d9a-4c76-ae1e-cb4db05e27b2,1616649202224.wav,56,car-OR-truck Motor-vehicle-horn Crowd-Noise,,,,,,,uuid:a2a4e4dc-2d9a-4c76-ae1e-cb4db05e27b2,18,ltnabukeera,1,1,
2021-03-25T05:11:34.128Z,uuid:0b364225-f88c-4bbd-a529-d9eef5e47bf7,1616649060427.wav,63,Bodaboda-Motorcycle Mobile-music,,,,,,,uuid:0b364225-f88c-4bbd-a529-d9eef5e47bf7,18,ltnabukeera,1,1,
2021-03-25T05:09:41.845Z,uuid:f3bbc934-d76d-4ca9-be07-b97763721796,1616648933742.wav,76,Motor-vehicle-horn Bodaboda-Motorcycle Crowd-Noise Other,,,,,,,uuid:f3bbc934-d76d-4ca9-be07-b97763721796,18,ltnabukeera,1,1,
2021-03-25T05:08:47.771Z,uuid:caca5014-5b01-4664-94c4-32fcbcab3094,1616648884749.wav,71,Crowd-Noise,,,,,,,uuid:caca5014-5b01-4664-94c4-32fcbcab3094,18,ltnabukeera,1,1,
2021-03-25T05:07:22.266Z,uuid:4c597da3-67b0-405b-be8a-adcc4cf05fa8,1616648773885.wav,74,Motor-vehicle-horn Other,,,,,,,uuid:4c597da3-67b0-405b-be8a-adcc4cf05fa8,18,ltnabukeera,1,1,
2021-03-25T05:06:01.288Z,uuid:418d3a88-5cad-426e-982b-18d8dbf61726,1616648722885.wav,73,Motor-vehicle-horn,,,,,,,uuid:418d3a88-5cad-426e-982b-18d8dbf61726,18,ltnabukeera,1,1,
2021-03-25T05:05:52.359Z,uuid:161a7cfc-e130-40b5-b470-51c403b4e9a7,1616648511378.wav,72,Motor-vehicle-horn,,,,,,,uuid:161a7cfc-e130-40b5-b470-51c403b4e9a7,18,ltnabukeera,1,1,
2021-03-25T05:00:53.782Z,uuid:956ab0b1-6d5d-4f85-9c59-66a90b999cb1,1616648433095.wav,,Motor-vehicle-horn,,,,,,,uuid:956ab0b1-6d5d-4f85-9c59-66a90b999cb1,18,ltnabukeera,1,1,
2021-03-25T04:58:05.842Z,uuid:010ff6f8-f6f0-43a1-bd83-7d4bacf9dcbc,1616648227497.wav,74,Bodaboda-Motorcycle,,,,,,,uuid:010ff6f8-f6f0-43a1-bd83-7d4bacf9dcbc,18,ltnabukeera,1,1,
2021-03-24T07:50:53.625Z,uuid:87067451-4c8a-4c37-9f8e-592296ae1200,1616572126463.wav,44,Other,0.3322062,32.5704392,1233.21661573401,20,,,uuid:87067451-4c8a-4c37-9f8e-592296ae1200,26,snsumba,1,1,
2021-03-24T06:13:29.870Z,uuid:df08a0bc-2421-4546-9d42-b046304b16ea,1616566375564.wav,77,car-OR-truck Bodaboda-Motorcycle,,,,,,,uuid:df08a0bc-2421-4546-9d42-b046304b16ea,18,ltnabukeera,1,1,
2021-03-24T06:10:58.571Z,uuid:332723c8-2745-40c5-bad6-663d30aa9d37,1616566225307.wav,76,Siren-Ambulance-Police,,,,,,,uuid:332723c8-2745-40c5-bad6-663d30aa9d37,18,ltnabukeera,1,1,
2021-03-24T06:10:10.439Z,uuid:dc599ea8-ecdf-4ae3-884c-d3b80f573ae4,1616566166585.wav,74,Motor-vehicle-horn Bodaboda-Motorcycle,,,,,,,uuid:dc599ea8-ecdf-4ae3-884c-d3b80f573ae4,18,ltnabukeera,1,1,
2021-03-24T06:10:04.796Z,uuid:9aa352a6-ec65-4a28-a7be-8e8d234385ee,1616566118065.wav,74,car-OR-truck,,,,,,,uuid:9aa352a6-ec65-4a28-a7be-8e8d234385ee,18,ltnabukeera,1,1,
2021-03-24T06:09:02.134Z,uuid:69a1ad85-d50e-450c-9d07-c782ed05a32d,1616565938679.wav,71,Bodaboda-Motorcycle Hawker-Vendor Mobile-music Motor-vehicle-horn,,,,,,,uuid:69a1ad85-d50e-450c-9d07-c782ed05a32d,18,ltnabukeera,1,1,
2021-03-24T06:08:55.593Z,uuid:b2abc581-b683-4e03-b50c-7f7184582d66,1616565837633.wav,74,Bodaboda-Motorcycle,,,,,,,uuid:b2abc581-b683-4e03-b50c-7f7184582d66,18,ltnabukeera,1,1,
2021-03-24T06:08:43.186Z,uuid:efb2e420-2ab0-48bb-b284-721e12f55d3d,1616565578905.wav,74,Bodaboda-Motorcycle,,,,,,,uuid:efb2e420-2ab0-48bb-b284-721e12f55d3d,18,ltnabukeera,1,1,
